label,origen,path,hist_H0,hist_H1,hist_H2,hist_H3,hist_H4,hist_H5,hist_H6,hist_H7,hist_H8,hist_H9,hist_H10,hist_H11,hist_H12,hist_H13,hist_H14,hist_H15,hist_S0,hist_S1,hist_S2,hist_S3,hist_S4,hist_S5,hist_S6,hist_S7,hist_V0,hist_V1,hist_V2,hist_V3,hist_V4,hist_V5,hist_V6,hist_V7,R_mean,R_std,G_mean,G_std,B_mean,B_std,H_mean,H_std,S_mean,S_std,V_mean,V_std,grad_mean,grad_std,dark_ratio,brown_ratio,hue_entropy,diam_norm,size_class
good,kaggle,data/Apple/good/20190809_115439.jpg,0.1055583885772565,0.5599184089750128,0.05813360530341662,0.01223865374808771,0.006119326874043855,0.006629270780214177,0.005099439061703213,0.01580826109127996,0.12085670576236614,0.08210096889342172,0.006629270780214177,0.0035696073431922487,0.0035696073431922487,0.0015298317185109638,0.006629270780214177,0.0056093829678735335,0.43090260071392145,0.5568587455379909,0.011218765935747067,0.0005099439061703213,0.0005099439061703213,0.0,0.0,0.0,0.0,0.002039775624681285,0.0025497195308516064,0.002039775624681285,0.013768485466598673,0.6884242733299337,0.11371749107598164,0.1774604793472718,0.7452900409698486,0.09603217989206314,0.7308036088943481,0.1254894733428955,0.6930737495422363,0.15225622057914734,0.21660453081130981,0.21299342811107635,0.12424225360155106,0.05892636254429817,0.7657018303871155,0.11550415307283401,0.026621954515576363,0.042326778173446655,0.00407955124936257,0.0035696073431922487,2.228437029151608,0.3977229417696922,pequeño
good,kaggle,data/Apple/good/20190809_115448.jpg,0.03100088573959256,0.17508119279598464,0.12105107764983762,0.004133451431945674,0.006790670209625037,0.006495423678771774,0.007676409802184824,0.026572187776793623,0.16031886625332153,0.3634484794803661,0.06583997638027753,0.00590493061706525,0.006790670209625037,0.0094478889873044,0.004133451431945674,0.005314437555358724,0.520814880425155,0.2131679952760555,0.0543253616770003,0.05580159433126661,0.05107764983761441,0.03956303513433717,0.02981989961617951,0.0354295837023915,0.051963389430174194,0.1030410392677886,0.07853557720696781,0.0543253616770003,0.027753173900206672,0.10569825804546797,0.2887511071744907,0.28993209329790376,0.6165233254432678,0.3245360553264618,0.6349687576293945,0.31756332516670227,0.6424148082733154,0.30050450563430786,0.4260801076889038,0.2311933934688568,0.22486066818237305,0.24804824590682983,0.673898458480835,0.2985190451145172,0.05868719518184662,0.07999486476182938,0.21995866548568055,0.02273398287570121,2.7276733343900466,0.5248347469592991,mediano
good,kaggle,data/Apple/good/20190809_115451.jpg,0.009539842873176206,0.42312008978675647,0.10213243546576879,0.010101010101010102,0.007295173961840628,0.002244668911335578,0.003928170594837262,0.001122334455667789,0.004489337822671156,0.3063973063973064,0.11503928170594838,0.005050505050505051,0.003928170594837262,0.001122334455667789,0.002244668911335578,0.002244668911335578,0.621773288439955,0.3782267115600449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11391694725028058,0.5420875420875421,0.3439955106621773,0.8038952350616455,0.05074453726410866,0.8038138151168823,0.07334545254707336,0.8064919710159302,0.1344936639070511,0.3429851830005646,0.2520028054714203,0.10564278066158295,0.03600742295384407,0.8512291312217712,0.10239995270967484,0.013593930751085281,0.02531057596206665,0.0,0.0,2.143338753819099,0.38843091432276416,pequeño
good,kaggle,data/Apple/good/20190809_115459.jpg,0.07574206755373593,0.01842374616171955,0.062436028659160696,0.016376663254861822,0.018935516888433982,0.02098259979529171,0.021494370522006142,0.02302968270214944,0.24667349027635618,0.44165813715455476,0.02302968270214944,0.0010235414534288639,0.00255885363357216,0.022517911975435005,0.0040941658137154556,0.0010235414534288639,0.6105424769703173,0.052200614124872056,0.038894575230296824,0.04094165813715456,0.11310133060388945,0.13715455475946775,0.007164790174002047,0.0,0.0,0.044012282497441144,0.12896622313203684,0.06653019447287616,0.08290685772773797,0.057318321392016376,0.06192425793244626,0.5583418628454453,0.6742068529129028,0.37322282791137695,0.7132980227470398,0.342438668012619,0.7663837671279907,0.28309229016304016,0.47951313853263855,0.20109516382217407,0.21588356792926788,0.26708880066871643,0.7686355113983154,0.2845121920108795,0.08067028969526291,0.11294403672218323,0.15404298874104402,0.0,2.547013515125791,0.40228847859974526,pequeño
good,kaggle,data/Apple/good/20190809_115505.jpg,0.06769683590875644,0.01913171449595291,0.05518763796909492,0.016188373804267846,0.01177336276674025,0.011037527593818985,0.03164091243561442,0.12656364974245768,0.47167034584253126,0.1515820456217807,0.010301692420897719,0.0007358351729212656,0.004415011037527594,0.016188373804267846,0.004415011037527594,0.0014716703458425313,0.7159676232523915,0.18984547461368653,0.05224429727740986,0.008830022075055188,0.010301692420897719,0.011037527593818985,0.005886681383370125,0.005886681383370125,0.002207505518763797,0.009565857247976454,0.01913171449595291,0.01839587932303164,0.024282560706401765,0.06475349521707138,0.18395879323031641,0.6777041942604857,0.8206813335418701,0.21938714385032654,0.8725937008857727,0.1933799684047699,0.8855156302452087,0.17050157487392426,0.45728814601898193,0.1791263222694397,0.10594110935926437,0.14372049272060394,0.8901615142822266,0.17037205398082733,0.09984418749809265,0.11112228035926819,0.029433406916850625,0.0,2.5602449985076117,0.34306761908690075,pequeño
good,kaggle,data/Apple/good/20190809_115513.jpg,0.03047232097511427,0.015236160487557136,0.007110208227526663,0.0030472320975114273,0.0045708481462671405,0.0045708481462671405,0.01218892839004571,0.04012188928390046,0.2371762315896394,0.6089385474860335,0.018791264601320468,0.004062976130015236,0.004062976130015236,0.005078720162519045,0.0015236160487557136,0.0030472320975114273,0.2935500253936008,0.654647028948705,0.017775520568816656,0.009649568308786187,0.008633824276282377,0.0035551041137633316,0.002031488065007618,0.01015744032503809,0.0446927374301676,0.020822752666328086,0.011681056373793804,0.010665312341289994,0.0111731843575419,0.2143219908583037,0.2651091924834942,0.4215337734890808,0.7020504474639893,0.22455650568008423,0.7560760378837585,0.2337908148765564,0.7956482172012329,0.23449453711509705,0.5360311269760132,0.1304081231355667,0.14455710351467133,0.11933288723230362,0.7978131175041199,0.23272961378097534,0.05161098390817642,0.08958712220191956,0.07516505840528187,0.0025393600812595226,1.8352262012601814,0.428593776620868,pequeño
good,kaggle,data/Apple/good/20190809_115521.jpg,0.006427915518824609,0.43709825528007346,0.5234159779614325,0.03305785123966942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009182736455463728,0.009182736455463728,0.020202020202020204,0.04499540863177227,0.15059687786960516,0.3562901744719926,0.2727272727272727,0.14508723599632692,0.0009182736455463728,0.0073461891643709825,0.10651974288337925,0.3351698806244261,0.5362718089990818,0.013774104683195593,0.0,0.0,0.4918850064277649,0.08996108174324036,0.4095788896083832,0.11571730673313141,0.1482129693031311,0.0876496359705925,0.1260521411895752,0.029194822534918785,0.7143149971961975,0.14860829710960388,0.49386560916900635,0.09044847637414932,0.03347111493349075,0.030949216336011887,0.08907254361799816,0.512396694214876,1.2201487878439896,0.2830916569973106,pequeño
good,kaggle,data/Apple/good/20190809_115527.jpg,0.016602102933038185,0.38267847260653015,0.2559490868843387,0.14858882125069175,0.008024349750968456,0.004427227448810182,0.0035971223021582736,0.004703929164360819,0.027393469839513004,0.08052019922523519,0.045102379634753734,0.012174875484228001,0.008024349750968456,0.0008301051466519093,0.0011068068622025456,0.0002767017155506364,0.02933038184836746,0.08467072495849474,0.28389596015495294,0.12645268400664084,0.1140011068068622,0.13115661317100166,0.09684560044272275,0.1336469286109574,0.13641394576646376,0.12396236856668512,0.2415605976757056,0.3945766463752075,0.09905921416712783,0.004427227448810182,0.0,0.0,0.32010915875434875,0.1477142870426178,0.2991308271884918,0.142596036195755,0.1702127903699875,0.12178207188844681,0.21934491395950317,0.19366563856601715,0.5242084860801697,0.25535494089126587,0.3396095931529999,0.15005499124526978,0.03314143046736717,0.037307966500520706,0.45849474266740453,0.4158826784726065,2.48883832952958,0.557817486033366,mediano
good,kaggle,data/Apple/good/20190809_115534.jpg,0.07136404697380307,0.5694670280036134,0.05727190605239386,0.024751580849141825,0.01011743450767841,0.007588075880758808,0.00939476061427281,0.008491418247515809,0.06865401987353206,0.06522131887985547,0.05022583559168925,0.02168021680216802,0.008672086720867209,0.012646793134598013,0.007407407407407408,0.007046070460704607,0.45293586269196023,0.4278229448961156,0.04137308039747064,0.023848238482384824,0.015356820234869015,0.017344173441734417,0.011562782294489612,0.00975609756097561,0.07841011743450768,0.15501355013550136,0.04227642276422764,0.02077687443541102,0.022764227642276424,0.3969286359530262,0.15103884372177054,0.13279132791327913,0.5927718281745911,0.2851916551589966,0.5688520669937134,0.28482046723365784,0.5370664000511169,0.2851893901824951,0.2356541007757187,0.23976455628871918,0.16188573837280273,0.16094934940338135,0.6023048162460327,0.2870403826236725,0.03814462572336197,0.05865435302257538,0.27028003613369467,0.09322493224932249,2.44564609125721,0.6696995906073986,grande
good,kaggle,data/Apple/good/20190809_115547.jpg,0.05006906077348066,0.21581491712707182,0.081146408839779,0.03867403314917127,0.0027624309392265192,0.0024171270718232043,0.0013812154696132596,0.008632596685082873,0.08701657458563536,0.3729281767955801,0.04937845303867403,0.0231353591160221,0.0231353591160221,0.015538674033149171,0.013121546961325966,0.014848066298342542,0.2907458563535912,0.31353591160220995,0.08908839779005524,0.11395027624309392,0.106353591160221,0.04834254143646409,0.016574585635359115,0.021408839779005526,0.14917127071823205,0.1660911602209945,0.08908839779005524,0.03280386740331492,0.03073204419889503,0.045925414364640885,0.11912983425414364,0.36705801104972374,0.5267373323440552,0.3185734748840332,0.5339765548706055,0.3551400601863861,0.5463153719902039,0.394722044467926,0.4194309711456299,0.2627158761024475,0.27528607845306396,0.22384855151176453,0.5834484100341797,0.3624304533004761,0.044141631573438644,0.050843898206949234,0.3953729281767956,0.24620165745856354,2.8545084783477157,0.48497061931164265,mediano
